任务ID,来源,任务类型,任务域,子类,任务名称,任务层级,主验证层,T映射,PA映射,G映射,优先级,任务性质,推荐场景/触发,核心证据,通过判据,典型失败信号,失败优先追因,关联旧场景/备注
LEGACY-E200,继承-320场景,SYS,灾害与世界事件,灾害与世界级风险,医院超载 发生时的全系统响应,场景级,G,T3/T5,PA4/PA7/PA9,G3/G5/G8,P0,极端,医院超载 发生时的全系统响应,E_INDEX + E_LOCAL + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I07,I14",可以部分映射为系统事件、掉线、角色变化或资源不足，但没有专门世界级资源/物流层。,E200
LEGACY-E201,继承-320场景,SYS,长期运行,长期运行,100 万 agent 长期同时演化,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,100 万 agent 长期同时演化,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,局部稳定性机制存在，但全局调度预算不足。,E201
LEGACY-E202,继承-320场景,SYS,长期运行,长期运行,高优场长期霸占 agent，低优任务永远饿死,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,高优场长期霸占 agent，低优任务永远饿死,E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,RuntimeEnvelope 提到 fairness，但未完全制度化。,E202
LEGACY-E203,继承-320场景,SYS,长期运行,长期运行,ForegroundStack 长期不清理历史帧,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,ForegroundStack 长期不清理历史帧,E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I12,深度上限与回收策略仍开放。,E203
LEGACY-E204,继承-320场景,SYS,长期运行,长期运行,memory tiers 一直增长直到 top-N 选择失真,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,memory tiers 一直增长直到 top-N 选择失真,E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,只有注入上限，没有长期重写策略。,E204
LEGACY-E205,继承-320场景,SYS,长期运行,长期运行,notification sweeper 停摆后系统慢性膨胀,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,notification sweeper 停摆后系统慢性膨胀,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,清扫器是要求，但未成为不可缺少的强制组件。,E205
LEGACY-E206,继承-320场景,SYS,长期运行,长期运行,writeback ledger 多年后 replay 成本过高,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,writeback ledger 多年后 replay 成本过高,E_WRITE + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,缺 retention/compaction 规范。,E206
LEGACY-E207,继承-320场景,SYS,长期运行,长期运行,同一 agent 经年累月的 baseline attention 被 decay 逻辑改坏,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,同一 agent 经年累月的 baseline attention 被 decay 逻辑改坏,E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I02,这是长期漂移的硬 bug。,E207
LEGACY-E208,继承-320场景,SYS,长期运行,长期运行,旧字段与新字段并存导致状态渐进分叉,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,旧字段与新字段并存导致状态渐进分叉,E_ACTIVITY + E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I01,这是最危险的结构性问题之一。,E208
LEGACY-E209,继承-320场景,SYS,长期运行,长期运行,多代 schema 升级后旧 snapshot 无法恢复,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,多代 schema 升级后旧 snapshot 无法恢复,E_INDEX + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I01,I18",缺 schema migration plan。,E209
LEGACY-E210,继承-320场景,SYS,长期运行,长期运行,随机 bit-flip 把 role=host 改成 outsider,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,随机 bit-flip 把 role=host 改成 outsider,E_INDEX + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I09,缺状态校验层。,E210
LEGACY-E211,继承-320场景,SYS,长期运行,长期运行,world contexts 数量巨大，close sweep 成本过高,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,world contexts 数量巨大，close sweep 成本过高,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,需要后台作业的分片与预算。,E211
LEGACY-E212,继承-320场景,SYS,长期运行,长期运行,relation graph 极大，priorityOf 查询过重,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,relation graph 极大，priorityOf 查询过重,E_OPS + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I08,关系模型本体未定，工程优化更无从谈起。,E212
LEGACY-E213,继承-320场景,SYS,长期运行,长期运行,participants 与 roles 长期漂移不同步,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,participants 与 roles 长期漂移不同步,E_FIELD + E_OBL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I09,I17",缺 consistency sweeper。,E213
LEGACY-E214,继承-320场景,SYS,长期运行,长期运行,public forum 的 summarizeRecentPosts 质量持续下降,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,public forum 的 summarizeRecentPosts 质量持续下降,E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,摘要是必要近似，但缺质量治理。,E214
LEGACY-E215,继承-320场景,SYS,长期运行,长期运行,双活 agent 永久分叉后各自产生 durable writes,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,双活 agent 永久分叉后各自产生 durable writes,E_WRITE + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I09,I15",需要单 leader/session lease。,E215
LEGACY-E216,继承-320场景,SYS,长期运行,长期运行,lease 无 fencing 导致旧 holder 复活写入,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,lease 无 fencing 导致旧 holder 复活写入,E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I05,ResourceLease 没闭环。,E216
LEGACY-E217,继承-320场景,SYS,长期运行,长期运行,world 进入 degraded 后迟迟不回 normal,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,world 进入 degraded 后迟迟不回 normal,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,缺 overload 恢复状态机。,E217
LEGACY-E218,继承-320场景,SYS,长期运行,长期运行,长时间无压力后 attention decay 把 baseline 永久拉到 ambient,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,长时间无压力后 attention decay 把 baseline 永久拉到 ambient,E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I02,这与“人格基线不可写回”冲突。,E218
LEGACY-E219,继承-320场景,SYS,长期运行,长期运行,场外长期运动导致 digital obligations 被长期拖延,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,场外长期运动导致 digital obligations 被长期拖延,E_ACTIVITY + E_OBL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I11,模型可表达，但缺更长程 balancing。,E219
LEGACY-E220,继承-320场景,SYS,长期运行,长期运行,持续多年后 archived obligations 过多影响检索,场景级,G,T3/T4,PA2/PA3/PA4/PA6/PA8,G3/G4/G8,P0,极端,持续多年后 archived obligations 过多影响检索,E_OBL + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,只定义了归档，没有层级 retention。,E220
LEGACY-N001,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × using_phone：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × using_phone：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N001
LEGACY-N002,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × using_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × using_computer：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N002
LEGACY-N003,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × writing_on_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × writing_on_computer：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N003
LEGACY-N004,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × thinking_deep：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × thinking_deep：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N004
LEGACY-N005,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × resting：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × resting：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N005
LEGACY-N006,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × exercising：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × exercising：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N006
LEGACY-N007,继承-320场景,GEN,基线与覆盖,基线矩阵,Forum × recovering：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Forum × recovering：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,Forum 的弱任务绑定、background 注意力与 persistent 生命周期能支撑该常规流。,N007
LEGACY-N008,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × using_phone：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × using_phone：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N008
LEGACY-N009,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × using_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × using_computer：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N009
LEGACY-N010,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × writing_on_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × writing_on_computer：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N010
LEGACY-N011,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × thinking_deep：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × thinking_deep：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N011
LEGACY-N012,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × resting：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × resting：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I11,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N012
LEGACY-N013,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × exercising：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × exercising：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I11,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N013
LEGACY-N014,继承-320场景,GEN,基线与覆盖,基线矩阵,Online Group Chat × recovering：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Online Group Chat × recovering：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I11,群聊门控总体闭环；但 exercising/recovering/resting 等活动与群聊的细粒度耦合主要靠 RuntimeEnvelope 外推。,N014
LEGACY-N015,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × using_phone：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × using_phone：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N015
LEGACY-N016,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × using_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × using_computer：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N016
LEGACY-N017,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × writing_on_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × writing_on_computer：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N017
LEGACY-N018,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × thinking_deep：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × thinking_deep：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N018
LEGACY-N019,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × resting：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × resting：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N019
LEGACY-N020,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × exercising：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × exercising：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N020
LEGACY-N021,继承-320场景,GEN,基线与覆盖,基线矩阵,Remote Direct Chat × recovering：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Remote Direct Chat × recovering：常规单轮输入-输出,E_FIELD + E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,一对一直聊是当前规范里支持度最高的通信形态之一。,N021
LEGACY-N022,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × using_phone：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × using_phone：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N022
LEGACY-N023,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × using_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × using_computer：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N023
LEGACY-N024,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × writing_on_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × writing_on_computer：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N024
LEGACY-N025,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × thinking_deep：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × thinking_deep：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N025
LEGACY-N026,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × resting：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × resting：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N026
LEGACY-N027,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × exercising：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × exercising：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N027
LEGACY-N028,继承-320场景,GEN,基线与覆盖,基线矩阵,Co-located Conversation × recovering：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Co-located Conversation × recovering：常规单轮输入-输出,E_FIELD + E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,co_located + place_id + 动作并集可闭环；但 recovering 下更强本地强制事件细则仍偏粗。,N028
LEGACY-N029,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × using_phone：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × using_phone：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N029
LEGACY-N030,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × using_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × using_computer：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N030
LEGACY-N031,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × writing_on_computer：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × writing_on_computer：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N031
LEGACY-N032,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × thinking_deep：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × thinking_deep：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N032
LEGACY-N033,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × resting：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × resting：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N033
LEGACY-N034,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × exercising：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × exercising：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N034
LEGACY-N035,继承-320场景,GEN,基线与覆盖,基线矩阵,Focused Task Session × recovering：常规单轮输入-输出,场景级,G,T1/T2/T5,PA1/PA7/PA9,G0/G1/G5,P0,正常,Focused Task Session × recovering：常规单轮输入-输出,E_FIELD + E_OBL + E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I17,强任务会场与高专注活动相容；resting/exercising/recovering 虽可表示，但业务语义较弱。,N035
LEGACY-N036,继承-320场景,SYS,工作恢复,工作恢复,电话打断深度写作后出栈恢复,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4,P1,正常,电话打断深度写作后出栈恢复,E_INDEX + E_ACTIVITY + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,ForegroundStack 与 ActivityInstance.resume_token 明确支持此类恢复。,N036
LEGACY-N037,继承-320场景,SYS,工作恢复,工作恢复,会议中切到群聊查看被@后回到会议,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4,P1,正常,会议中切到群聊查看被@后回到会议,E_LOCAL + E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,ForegroundStack 的核心用例。,N037
LEGACY-N038,继承-320场景,SYS,工作恢复,工作恢复,无前景场散步时收到私聊,场景级,G,T3/T4,PA3/PA4/PA8,G3/G4,P1,正常,无前景场散步时收到私聊,E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,文档明确 foreground=null 为合法状态。,N038
LEGACY-N039,继承-320场景,SYS,写回与真源,写回,普通回复消息只更新 context，不必都入 durable ledger,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,普通回复消息只更新 context，不必都入 durable ledger,E_OPS + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,哪些普通交互必须 durable 仍未完全界定。,N039
LEGACY-N040,继承-320场景,SYS,写回与真源,写回,完成 agenda item 的正常写回,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,完成 agenda item 的正常写回,E_CONCUR + E_OBL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,agenda 乐观锁与 closeCondition 足以支撑正常完成流。,N040
LEGACY-N041,继承-320场景,SYS,写回与真源,写回,普通通知折叠,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,普通通知折叠,E_STORM + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,通知折叠与归档链条在正常流有效。,N041
LEGACY-N042,继承-320场景,SYS,写回与真源,写回,通知 TTL 到期后过期,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,通知 TTL 到期后过期,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,总索引规定 TTL 与终局，但清扫器的统一执行路径仍未在所有文档完全闭合。,N042
LEGACY-N043,继承-320场景,SYS,写回与真源,写回,bounded session 正常 conclude/close,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,bounded session 正常 conclude/close,E_FIELD + E_OBL + E_CLOSE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,bounded 场闭合逻辑较清晰。,N043
LEGACY-N044,继承-320场景,SYS,写回与真源,写回,ContextClosedEvent 正常广播到所有参与者,场景级,G,T2/T3,PA5/PA6,G1/G7,P0,正常,ContextClosedEvent 正常广播到所有参与者,E_CLOSE + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I03,目标正确，但正文仍残留 foreground_field_id 单值写法。,N044
LEGACY-N045,继承-320场景,SYS,活动状态机,活动,recovering 状态缓慢回能,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,recovering 状态缓慢回能,E_ENERGY + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,P0 生存规则较完备。,N045
LEGACY-N046,继承-320场景,SYS,活动状态机,活动,resting 半小时后收到 mention,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,resting 半小时后收到 mention,E_COMBO + E_ACTIVITY,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,foreground=null + external 路径闭环良好。,N046
LEGACY-N047,继承-320场景,SYS,活动状态机,活动,recovering 完成后重新进入 using_computer,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,recovering 完成后重新进入 using_computer,E_ENERGY + E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,迟滞锁解锁后可回到正常活动。,N047
LEGACY-N048,继承-320场景,SYS,活动状态机,活动,写作保留窗口内拒绝低优中断,场景级,G,T2/T3/T4,PA3/PA4/PA8,G2/G3/G4,P1,正常,写作保留窗口内拒绝低优中断,E_ACTIVITY + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,reservation 是 ActivityInstance 明确字段。,N048
